"Actions","Effects","True k","Learning k","Effect-wise precision","Effect-wise recall","Parent pattern precision","Parent pattern recall","Log posterior","Log likelihood","File"
10,1000,1,2,1,1,0.75,1,-115.062431972951,25131.3239314897,"rdata/model-10-1-4-2.RData"
10,1000,1,3,1,1,0.75,1,-171.900500778866,36846.9461893579,"rdata/model-10-1-4-3.RData"
10,1000,1,4,0.918950212273254,1,0.75,1,-231.511158307022,50543.2833986648,"rdata/model-10-1-4-4.RData"
10,1000,1,5,1,1,0.75,1,-264.782222973899,55208.8482088177,"rdata/model-10-1-4-5.RData"
10,1000,1,6,0.918950212273254,1,0.666666666666667,1,-242.601513195981,70562.1757098632,"rdata/model-10-1-4-6.RData"
10,1000,1,7,1,1,0.6,1,-365.981711335651,73873.6325605366,"rdata/model-10-1-4-7.RData"
10,1000,1,8,1,1,0.5,1,-277.258872223978,96259.5843602857,"rdata/model-10-1-4-8.RData"
10,1000,1,1,1,1,0.5,1,-87.3365447505531,19718.0929063146,"rdata/model-10-1-5-1.RData"
10,1000,1,2,1,1,0.333333333333333,1,-174.673089501106,39436.1858126293,"rdata/model-10-1-5-2.RData"
10,1000,1,3,1,1,0.285714285714286,1,-237.056335751501,59154.2787189439,"rdata/model-10-1-5-3.RData"
10,1000,1,4,1,1,0.25,1,-311.916231251975,78872.3716252585,"rdata/model-10-1-5-4.RData"
10,1000,1,5,1,1,0.2,1,-311.916231251975,98590.4645315732,"rdata/model-10-1-5-5.RData"
10,1000,1,6,1,1,0.285714285714286,1,-386.776126752449,117842.217011965,"rdata/model-10-1-5-6.RData"
10,1000,1,7,1,1,0.181818181818182,1,-349.346179002212,138026.650344202,"rdata/model-10-1-5-7.RData"
10,1000,1,8,1,1,0.181818181818182,1,-374.29947750237,157744.743250517,"rdata/model-10-1-5-8.RData"
10,1000,1,7,0.869387755102041,1,0.533333333333333,1,-209.330448529103,41330.4710815743,"rdata/model-10-1-8-7.RData"
10,1000,1,8,0.695794201714986,1,0.5,1,-205.171565445744,37527.6611814722,"rdata/model-10-1-8-8.RData"
10,1000,1,5,0.928666077738516,1,0.615384615384615,1,-201.012682362384,39295.8296535246,"rdata/model-10-1-9-5.RData"
10,1000,2,1,0.924704418170504,1,0.555555555555556,0.454545454545455,-36.0436533891172,7724.84777461576,"rdata/model-10-2-1-1.RData"
10,1000,2,2,0.924704418170504,1,0.538461538461538,0.636363636363636,-45.7477139169564,10539.9977091594,"rdata/model-10-2-1-2.RData"
10,1000,2,3,0.924704418170504,1,0.538461538461538,0.636363636363636,-92.8817221950327,17927.6327508643,"rdata/model-10-2-1-3.RData"
10,1000,2,4,0.924704418170504,1,0.538461538461538,0.636363636363636,-102.585782722872,26887.0208643538,"rdata/model-10-2-1-4.RData"
10,1000,2,5,0.924704418170504,1,0.538461538461538,0.636363636363636,-112.289843250711,26231.1541219544,"rdata/model-10-2-1-5.RData"
10,1000,2,6,0.924704418170504,1,0.538461538461538,0.636363636363636,-116.448726334071,28637.5811853339,"rdata/model-10-2-1-6.RData"
10,1000,2,7,0.924704418170504,1,0.538461538461538,0.636363636363636,-117.835020695191,24902.753861721,"rdata/model-10-2-1-7.RData"
10,1000,2,8,0.924704418170504,1,0.538461538461538,0.636363636363636,-116.448726334071,30180.9777957353,"rdata/model-10-2-1-8.RData"
10,1000,2,1,0.868407310704961,1,0.555555555555556,0.555555555555556,-38.8162421113569,8094.8881525283,"rdata/model-10-2-10-1.RData"
10,1000,2,2,0.868407310704961,1,0.384615384615385,0.555555555555556,-73.4736011393542,14982.1944187381,"rdata/model-10-2-10-2.RData"
10,1000,2,1,0.98121546961326,1,0.5,0.444444444444444,-47.1340082780763,9833.35160827565,"rdata/model-10-2-2-1.RData"
10,1000,2,2,0.98121546961326,1,0.545454545454545,0.666666666666667,-72.0873067782343,19065.3331229199,"rdata/model-10-2-2-2.RData"
10,1000,2,3,0.98121546961326,1,0.5,0.666666666666667,-109.517254528471,22994.5370247222,"rdata/model-10-2-2-3.RData"
10,1000,2,4,0.98121546961326,1,0.5,0.666666666666667,-134.470553028629,37529.2961522085,"rdata/model-10-2-2-4.RData"
10,1000,2,5,0.98121546961326,1,0.5,0.666666666666667,-121.99390377855,46435.5423205016,"rdata/model-10-2-2-5.RData"
10,1000,2,6,0.98121546961326,1,0.5,0.666666666666667,-146.947202278708,55993.2591814971,"rdata/model-10-2-2-6.RData"
10,1000,2,7,0.98121546961326,1,0.5,0.666666666666667,-146.947202278708,55758.703073165,"rdata/model-10-2-2-7.RData"
10,1000,2,8,0.98121546961326,1,0.5,0.666666666666667,-144.174613556469,65972.8363658683,"rdata/model-10-2-2-8.RData"
10,1000,2,1,0.993627450980392,1,0.142857142857143,0.333333333333333,-49.9065970003161,11534.4363544279,"rdata/model-10-2-3-1.RData"
10,1000,2,2,0.993627450980392,1,0.181818181818182,0.666666666666667,-74.8598955004741,23068.8727088558,"rdata/model-10-2-3-2.RData"
10,1000,2,3,0.993627450980392,1,0.181818181818182,0.666666666666667,-112.289843250711,34328.2704096956,"rdata/model-10-2-3-3.RData"
10,1000,2,4,0.993627450980392,1,0.181818181818182,0.666666666666667,-124.76649250079,46137.7454177115,"rdata/model-10-2-3-4.RData"
10,1000,2,5,0.993627450980392,1,0.25,1,-160.810145889907,44400.8546194673,"rdata/model-10-2-3-5.RData"
10,1000,2,6,0.993627450980392,1,0.25,1,-185.763444390065,66311.8001294936,"rdata/model-10-2-3-6.RData"
10,1000,2,7,0.993627450980392,1,0.25,1,-160.810145889907,54924.0603662861,"rdata/model-10-2-3-7.RData"
10,1000,2,8,0.993627450980392,1,0.25,1,-160.810145889907,77267.2728845067,"rdata/model-10-2-3-8.RData"
10,1000,2,1,0.947721822541966,1,0.333333333333333,0.5,-34.6573590279973,10676.5190198504,"rdata/model-10-2-4-1.RData"
10,1000,2,2,0.947721822541966,1,0.3,0.5,-83.1776616671934,21353.0380397007,"rdata/model-10-2-4-2.RData"
10,1000,2,3,0.947721822541966,1,0.272727272727273,0.5,-117.835020695191,26207.8528601149,"rdata/model-10-2-4-3.RData"
10,1000,2,4,0.947721822541966,1,0.25,0.5,-128.92537558415,32649.8515154903,"rdata/model-10-2-4-4.RData"
10,1000,2,5,0.947721822541966,1,0.25,0.5,-140.015730473109,36075.0996524167,"rdata/model-10-2-4-5.RData"
10,1000,2,6,0.947721822541966,1,0.25,0.5,-116.448726334071,43946.6649912798,"rdata/model-10-2-4-6.RData"
10,1000,2,7,0.947721822541966,1,0.25,0.5,-152.492379723188,53593.0984762011,"rdata/model-10-2-4-7.RData"
10,1000,2,8,0.947721822541966,1,0.25,0.5,-176.059383862226,54623.1840111302,"rdata/model-10-2-4-8.RData"
10,1000,2,1,1,1,0.625,0.454545454545455,-38.8162421113569,9474.38878910846,"rdata/model-10-2-5-1.RData"
10,1000,2,2,0.945270839180466,1,0.727272727272727,0.727272727272727,-72.0873067782343,17745.9744419381,"rdata/model-10-2-5-2.RData"
10,1000,2,3,1,1,0.666666666666667,0.727272727272727,-94.2680165561526,27125.1397888444,"rdata/model-10-2-5-3.RData"
10,1000,2,4,0.905863367401829,1,0.615384615384615,0.727272727272727,-109.517254528471,26640.5842219835,"rdata/model-10-2-5-4.RData"
10,1000,2,5,0.921225382932166,1,0.615384615384615,0.727272727272727,-131.69796430639,35652.1473112236,"rdata/model-10-2-5-5.RData"
10,1000,2,6,0.852226720647773,1,0.615384615384615,0.727272727272727,-120.60760941743,43672.427026193,"rdata/model-10-2-5-6.RData"
10,1000,2,7,0.89645994144264,1,0.615384615384615,0.727272727272727,-156.651262806548,52377.8618701032,"rdata/model-10-2-5-7.RData"
10,1000,2,8,0.883757543951719,1,0.615384615384615,0.727272727272727,-163.582734612147,53982.5939671829,"rdata/model-10-2-5-8.RData"
10,1000,2,1,0.884378044819747,1,0.6,0.428571428571429,-45.7477139169564,6771.43593461283,"rdata/model-10-2-6-1.RData"
10,1000,2,2,0.909485637942552,1,0.529411764705882,0.642857142857143,-63.769540611515,6987.02570186327,"rdata/model-10-2-6-2.RData"
10,1000,2,1,0.979057591623037,1,0.555555555555556,0.5,-30.4984759446376,9331.53686600376,"rdata/model-10-2-7-1.RData"
10,1000,2,1,0.908635097493036,1,0.5,0.416666666666667,-33.2710646668774,8299.3898889693,"rdata/model-10-2-8-1.RData"
10,1000,2,2,0.858421052631579,1,0.461538461538462,0.5,-56.8380688059155,10931.259498994,"rdata/model-10-2-8-2.RData"
10,1000,2,1,0.988545246277205,0.989111747851003,0.571428571428571,0.666666666666667,-44.3614195558365,9654.74240870217,"rdata/model-10-2-9-1.RData"
10,1000,2,2,0.908854166666667,1,0.461538461538462,1,-77.6324842227139,16775.4378328735,"rdata/model-10-2-9-2.RData"
10,1000,3,1,0.998389045509464,0.989620758483034,0.555555555555556,0.277777777777778,-33.2710646668774,6974.76652053798,"rdata/model-10-3-1-1.RData"
10,1000,3,2,0.941729323308271,1,0.538461538461538,0.388888888888889,-55.4517744447956,12383.5441308331,"rdata/model-10-3-1-2.RData"
10,1000,3,3,0.961981566820276,1,0.538461538461538,0.388888888888889,-67.9284236948746,17979.494629976,"rdata/model-10-3-1-3.RData"
10,1000,3,4,1,1,0.538461538461538,0.388888888888889,-80.4050729449537,24309.2990565761,"rdata/model-10-3-1-4.RData"
10,1000,3,5,0.961981566820276,1,0.538461538461538,0.388888888888889,-80.4050729449537,18279.8904983665,"rdata/model-10-3-1-5.RData"
10,1000,3,6,0.978133541585318,1,0.538461538461538,0.388888888888889,-105.358371445112,29911.467733105,"rdata/model-10-3-1-6.RData"
10,1000,3,7,0.941729323308271,1,0.538461538461538,0.388888888888889,-113.676137611831,35760.7540698764,"rdata/model-10-3-1-7.RData"
10,1000,3,8,0.978133541585318,1,0.538461538461538,0.388888888888889,-101.199488361752,24822.541098171,"rdata/model-10-3-1-8.RData"
10,1000,3,1,0.989855072463768,1,0.444444444444444,0.19047619047619,-24.953298500158,7597.06451994177,"rdata/model-10-3-10-1.RData"
10,1000,3,1,1,1,0.555555555555556,0.294117647058824,-26.3395928612779,7395.65821702843,"rdata/model-10-3-2-1.RData"
10,1000,3,2,1,1,0.545454545454545,0.352941176470588,-51.2928913614359,14622.8373569802,"rdata/model-10-3-2-2.RData"
10,1000,3,3,1,1,0.545454545454545,0.352941176470588,-76.246189861594,21823.2951963672,"rdata/model-10-3-2-3.RData"
10,1000,3,4,1,1,0.583333333333333,0.411764705882353,-76.246189861594,21850.0164969319,"rdata/model-10-3-2-4.RData"
10,1000,3,5,1,1,0.583333333333333,0.411764705882353,-76.246189861594,24612.2807248738,"rdata/model-10-3-2-5.RData"
10,1000,3,6,1,1,0.583333333333333,0.411764705882353,-102.585782722872,43700.0329938638,"rdata/model-10-3-2-6.RData"
10,1000,3,7,1,1,0.583333333333333,0.411764705882353,-103.972077083992,37215.6960961818,"rdata/model-10-3-2-7.RData"
10,1000,3,8,1,1,0.583333333333333,0.411764705882353,-102.585782722872,36472.8538539121,"rdata/model-10-3-2-8.RData"
10,1000,3,1,0.888577154308617,0.998648648648649,0.8,0.4,-37.429947750237,5499.6654858664,"rdata/model-10-3-3-1.RData"
10,1000,3,2,0.844106463878327,1,0.705882352941177,0.6,-69.3147180559945,5113.42214872446,"rdata/model-10-3-3-2.RData"
10,1000,3,3,0.860798759208996,1,0.705882352941177,0.6,-69.3147180559945,5252.74402601642,"rdata/model-10-3-3-3.RData"
10,1000,3,4,0.8584686774942,1,0.705882352941177,0.6,-81.7913673060735,6717.83907231073,"rdata/model-10-3-3-4.RData"
10,1000,3,5,0.882703777335984,1,0.705882352941177,0.6,-91.4954278339128,7548.47902160129,"rdata/model-10-3-3-5.RData"
10,1000,3,6,0.860798759208996,1,0.705882352941177,0.6,-113.676137611831,9906.29907850914,"rdata/model-10-3-3-6.RData"
10,1000,3,7,0.917734601074824,1,0.705882352941177,0.6,-105.358371445112,9097.13163638001,"rdata/model-10-3-3-7.RData"
10,1000,3,8,0.852534562211982,1,0.705882352941177,0.6,-135.856847389749,10420.2822308269,"rdata/model-10-3-3-8.RData"
10,1000,3,1,0.98156862745098,1,0.444444444444444,0.235294117647059,-24.953298500158,6923.66677352491,"rdata/model-10-3-4-1.RData"
10,1000,3,2,0.98156862745098,1,0.363636363636364,0.235294117647059,-37.429947750237,13847.3335470498,"rdata/model-10-3-4-2.RData"
10,1000,3,3,0.98156862745098,1,0.384615384615385,0.294117647058824,-84.5639560283133,16647.0828090429,"rdata/model-10-3-4-3.RData"
10,1000,3,4,0.98156862745098,1,0.384615384615385,0.294117647058824,-97.0406052783923,24496.7649843773,"rdata/model-10-3-4-4.RData"
10,1000,3,5,1,1,0.384615384615385,0.294117647058824,-97.0406052783923,24609.4889858763,"rdata/model-10-3-4-5.RData"
10,1000,3,6,0.98156862745098,1,0.384615384615385,0.294117647058824,-121.99390377855,30354.4643879948,"rdata/model-10-3-4-6.RData"
10,1000,3,7,1,1,0.384615384615385,0.294117647058824,-84.5639560283133,24634.1249406388,"rdata/model-10-3-4-7.RData"
10,1000,3,8,1,1,0.384615384615385,0.294117647058824,-97.0406052783923,24634.1249406388,"rdata/model-10-3-4-8.RData"
10,1000,3,1,1,1,0.222222222222222,0.5,-24.953298500158,6745.79627353842,"rdata/model-10-3-5-1.RData"
10,1000,3,2,1,1,0.2,0.5,-49.9065970003161,13491.5925470768,"rdata/model-10-3-5-2.RData"
10,1000,3,3,1,1,0.181818181818182,0.5,-49.9065970003161,20208.9245687482,"rdata/model-10-3-5-3.RData"
10,1000,3,4,1,1,0.181818181818182,0.5,-74.8598955004741,13491.5925470768,"rdata/model-10-3-5-4.RData"
10,1000,3,5,1,1,0.181818181818182,0.5,-99.8131940006321,23405.870745493,"rdata/model-10-3-5-5.RData"
10,1000,3,6,1,1,0.181818181818182,0.5,-74.8598955004741,20237.3888206153,"rdata/model-10-3-5-6.RData"
10,1000,3,7,1,1,0.181818181818182,0.5,-99.8131940006321,34531.5632280408,"rdata/model-10-3-5-7.RData"
10,1000,3,8,1,1,0.181818181818182,0.5,-87.3365447505531,33728.9813676921,"rdata/model-10-3-5-8.RData"
10,1000,3,1,1,1,0.333333333333333,0.25,-24.953298500158,6816.96848095702,"rdata/model-10-3-6-1.RData"
10,1000,3,1,0.974603174603175,1,0.444444444444444,0.307692307692308,-36.0436533891172,6803.13746717141,"rdata/model-10-3-7-1.RData"
10,1000,3,1,0.913026819923372,1,0.444444444444444,0.266666666666667,-34.6573590279973,6182.87196199447,"rdata/model-10-3-9-1.RData"
10,1000,4,1,1,1,0.555555555555556,0.333333333333333,-24.953298500158,5854.06164675004,"rdata/model-10-4-1-1.RData"
10,1000,4,2,1,1,0.5,0.333333333333333,-37.429947750237,11708.1232935001,"rdata/model-10-4-1-2.RData"
10,1000,4,3,1,1,0.454545454545455,0.333333333333333,-62.3832462503951,17252.2802442438,"rdata/model-10-4-1-3.RData"
10,1000,4,4,1,1,0.454545454545455,0.333333333333333,-62.3832462503951,23416.2465870002,"rdata/model-10-4-1-4.RData"
10,1000,4,5,1,1,0.454545454545455,0.333333333333333,-62.3832462503951,22979.5369825751,"rdata/model-10-4-1-5.RData"
10,1000,4,6,1,1,0.454545454545455,0.333333333333333,-74.8598955004741,23416.2465870002,"rdata/model-10-4-1-6.RData"
10,1000,4,7,1,1,0.454545454545455,0.333333333333333,-87.3365447505531,34434.0504592378,"rdata/model-10-4-1-7.RData"
10,1000,4,8,1,1,0.454545454545455,0.333333333333333,-74.8598955004741,29270.3082337502,"rdata/model-10-4-1-8.RData"
10,1000,4,1,1,1,0.444444444444444,0.222222222222222,-24.953298500158,4576.48718409011,"rdata/model-10-4-10-1.RData"
10,1000,4,2,1,1,0.5,0.277777777777778,-37.429947750237,9152.97436818022,"rdata/model-10-4-10-2.RData"
10,1000,4,1,1,1,0.5,0.294117647058824,-12.476649250079,5764.42597022449,"rdata/model-10-4-2-1.RData"
10,1000,4,2,1,1,0.5,0.294117647058824,-37.429947750237,11528.851940449,"rdata/model-10-4-2-2.RData"
10,1000,4,3,1,1,0.545454545454545,0.352941176470588,-62.3832462503951,15310.7574802367,"rdata/model-10-4-2-3.RData"
10,1000,4,4,1,1,0.545454545454545,0.352941176470588,-62.3832462503951,17293.2779106735,"rdata/model-10-4-2-4.RData"
10,1000,4,5,1,1,0.545454545454545,0.352941176470588,-74.8598955004741,22919.2240239979,"rdata/model-10-4-2-5.RData"
10,1000,4,6,1,1,0.545454545454545,0.352941176470588,-87.3365447505531,23057.703880898,"rdata/model-10-4-2-6.RData"
10,1000,4,7,1,1,0.545454545454545,0.352941176470588,-99.8131940006321,23057.703880898,"rdata/model-10-4-2-7.RData"
10,1000,4,8,1,1,0.545454545454545,0.352941176470588,-87.3365447505531,28822.1298511225,"rdata/model-10-4-2-8.RData"
10,1000,4,1,1,1,0.333333333333333,0.25,-24.953298500158,5968.34745240925,"rdata/model-10-4-3-1.RData"
10,1000,4,2,1,1,0.454545454545455,0.416666666666667,-49.9065970003161,11936.6949048185,"rdata/model-10-4-3-2.RData"
10,1000,4,3,1,1,0.454545454545455,0.416666666666667,-49.9065970003161,14967.9370605177,"rdata/model-10-4-3-3.RData"
10,1000,4,4,1,1,0.454545454545455,0.416666666666667,-62.3832462503951,17905.0423572277,"rdata/model-10-4-3-4.RData"
10,1000,4,5,1,1,0.454545454545455,0.416666666666667,-74.8598955004741,23873.389809637,"rdata/model-10-4-3-5.RData"
10,1000,4,6,1,1,0.454545454545455,0.416666666666667,-87.3365447505531,23873.389809637,"rdata/model-10-4-3-6.RData"
10,1000,4,7,1,1,0.454545454545455,0.416666666666667,-87.3365447505531,29841.7372620462,"rdata/model-10-4-3-7.RData"
10,1000,4,8,1,1,0.454545454545455,0.416666666666667,-74.8598955004741,23873.389809637,"rdata/model-10-4-3-8.RData"
10,1000,4,1,1,1,0.555555555555556,0.625,-24.953298500158,5158.79878190637,"rdata/model-10-4-4-1.RData"
10,1000,4,2,1,1,0.454545454545455,0.625,-24.953298500158,10317.5975638127,"rdata/model-10-4-4-2.RData"
10,1000,4,3,1,1,0.454545454545455,0.625,-49.9065970003161,10317.5975638127,"rdata/model-10-4-4-3.RData"
10,1000,4,4,1,1,0.454545454545455,0.625,-62.3832462503951,10317.5975638127,"rdata/model-10-4-4-4.RData"
10,1000,4,5,1,1,0.454545454545455,0.625,-62.3832462503951,20606.429976301,"rdata/model-10-4-4-5.RData"
10,1000,4,6,1,1,0.454545454545455,0.625,-74.8598955004741,20635.1951276255,"rdata/model-10-4-4-6.RData"
10,1000,4,7,1,1,0.454545454545455,0.625,-74.8598955004741,15476.3963457191,"rdata/model-10-4-4-7.RData"
10,1000,4,8,1,1,0.454545454545455,0.625,-62.3832462503951,20635.1951276255,"rdata/model-10-4-4-8.RData"
10,1000,4,1,1,1,0.666666666666667,0.315789473684211,-24.953298500158,5164.68774918665,"rdata/model-10-4-5-1.RData"
10,1000,4,2,1,1,0.545454545454545,0.315789473684211,-37.429947750237,10329.3754983733,"rdata/model-10-4-5-2.RData"
10,1000,4,3,1,1,0.545454545454545,0.315789473684211,-49.9065970003161,10329.3754983733,"rdata/model-10-4-5-3.RData"
10,1000,4,4,1,1,0.545454545454545,0.315789473684211,-49.9065970003161,20658.7509967466,"rdata/model-10-4-5-4.RData"
10,1000,4,5,1,1,0.545454545454545,0.315789473684211,-62.3832462503951,15439.4383437907,"rdata/model-10-4-5-5.RData"
10,1000,4,6,1,1,0.545454545454545,0.315789473684211,-62.3832462503951,20658.7509967466,"rdata/model-10-4-5-6.RData"
10,1000,4,7,1,1,0.545454545454545,0.315789473684211,-74.8598955004741,20604.1260929773,"rdata/model-10-4-5-7.RData"
10,1000,4,8,1,1,0.545454545454545,0.315789473684211,-74.8598955004741,20658.7509967466,"rdata/model-10-4-5-8.RData"
10,1000,4,1,1,1,0.666666666666667,0.272727272727273,-24.953298500158,6038.19034037642,"rdata/model-10-4-6-1.RData"
10,1000,4,1,0.982658959537572,1,0.555555555555556,0.333333333333333,-24.953298500158,4711.66996665621,"rdata/model-10-4-7-1.RData"
10,1000,4,1,0.967010309278351,1,0.7,0.4375,-23.5670041390381,5073.62093506366,"rdata/model-10-4-9-1.RData"
10,1000,4,2,0.967010309278351,1,0.666666666666667,0.5,-36.0436533891172,9108.86362769332,"rdata/model-10-4-9-2.RData"
10,1000,5,1,1,1,0.4,0.285714285714286,-12.476649250079,3564.61580492077,"rdata/model-10-5-1-1.RData"
10,1000,5,2,1,1,0.363636363636364,0.285714285714286,-24.953298500158,3564.61580492077,"rdata/model-10-5-1-2.RData"
10,1000,5,3,1,1,0.363636363636364,0.285714285714286,-37.429947750237,7100.65791580969,"rdata/model-10-5-1-3.RData"
10,1000,5,4,1,1,0.363636363636364,0.285714285714286,-37.429947750237,7129.23160984155,"rdata/model-10-5-1-4.RData"
10,1000,5,5,1,1,0.363636363636364,0.285714285714286,-37.429947750237,7100.65791580969,"rdata/model-10-5-1-5.RData"
10,1000,5,6,1,1,0.363636363636364,0.285714285714286,-49.9065970003161,14258.4632196831,"rdata/model-10-5-1-6.RData"
10,1000,5,7,1,1,0.363636363636364,0.285714285714286,-49.9065970003161,10693.8474147623,"rdata/model-10-5-1-7.RData"
10,1000,5,8,1,1,0.363636363636364,0.285714285714286,-49.9065970003161,10693.8474147623,"rdata/model-10-5-1-8.RData"
10,1000,5,1,1,1,0.7,0.35,-12.476649250079,4692.52572320345,"rdata/model-10-5-10-1.RData"
10,1000,5,2,1,1,0.727272727272727,0.4,-24.953298500158,9385.0514464069,"rdata/model-10-5-10-2.RData"
10,1000,5,1,1,1,0.5,0.294117647058824,-12.476649250079,4312.85653646415,"rdata/model-10-5-2-1.RData"
10,1000,5,2,1,1,0.4,0.235294117647059,-37.429947750237,8625.7130729283,"rdata/model-10-5-2-2.RData"
10,1000,5,3,1,1,0.454545454545455,0.294117647058824,-37.429947750237,10366.2627356375,"rdata/model-10-5-2-3.RData"
10,1000,5,4,1,1,0.454545454545455,0.294117647058824,-49.9065970003161,12938.5696093925,"rdata/model-10-5-2-4.RData"
10,1000,5,5,1,1,0.454545454545455,0.294117647058824,-37.429947750237,12891.0378862303,"rdata/model-10-5-2-5.RData"
10,1000,5,6,1,1,0.454545454545455,0.294117647058824,-49.9065970003161,12938.5696093925,"rdata/model-10-5-2-6.RData"
10,1000,5,7,1,1,0.454545454545455,0.294117647058824,-62.3832462503951,10366.2627356375,"rdata/model-10-5-2-7.RData"
10,1000,5,8,1,1,0.454545454545455,0.294117647058824,-62.3832462503951,21564.2826823208,"rdata/model-10-5-2-8.RData"
10,1000,5,1,1,1,0.7,0.291666666666667,-12.476649250079,4356.71860616435,"rdata/model-10-5-3-1.RData"
10,1000,5,2,1,1,0.727272727272727,0.333333333333333,-37.429947750237,8713.4372123287,"rdata/model-10-5-3-2.RData"
10,1000,5,3,1,1,0.727272727272727,0.333333333333333,-24.953298500158,8713.4372123287,"rdata/model-10-5-3-3.RData"
10,1000,5,4,1,1,0.727272727272727,0.333333333333333,-49.9065970003161,13070.1558184931,"rdata/model-10-5-3-4.RData"
10,1000,5,5,1,1,0.727272727272727,0.333333333333333,-49.9065970003161,17366.5963691288,"rdata/model-10-5-3-5.RData"
10,1000,5,6,1,1,0.727272727272727,0.333333333333333,-62.3832462503951,13070.1558184931,"rdata/model-10-5-3-6.RData"
10,1000,5,7,1,1,0.727272727272727,0.333333333333333,-74.8598955004741,17366.5963691288,"rdata/model-10-5-3-7.RData"
10,1000,5,8,1,1,0.727272727272727,0.333333333333333,-62.3832462503951,13070.1558184931,"rdata/model-10-5-3-8.RData"
10,1000,5,1,1,1,0.444444444444444,0.166666666666667,-24.953298500158,4875.01148993701,"rdata/model-10-5-4-1.RData"
10,1000,5,2,1,1,0.4,0.166666666666667,-37.429947750237,9750.02297987403,"rdata/model-10-5-4-2.RData"
10,1000,5,3,1,1,0.363636363636364,0.166666666666667,-37.429947750237,9750.02297987403,"rdata/model-10-5-4-3.RData"
10,1000,5,4,1,1,0.363636363636364,0.166666666666667,-62.3832462503951,19500.0459597481,"rdata/model-10-5-4-4.RData"
10,1000,5,5,1,1,0.363636363636364,0.166666666666667,-37.429947750237,14625.034469811,"rdata/model-10-5-4-5.RData"
10,1000,5,6,1,1,0.363636363636364,0.166666666666667,-62.3832462503951,19500.0459597481,"rdata/model-10-5-4-6.RData"
10,1000,5,7,1,1,0.363636363636364,0.166666666666667,-62.3832462503951,14625.034469811,"rdata/model-10-5-4-7.RData"
10,1000,5,8,1,1,0.363636363636364,0.166666666666667,-74.8598955004741,19500.0459597481,"rdata/model-10-5-4-8.RData"
10,1000,5,1,1,1,0.4,0.19047619047619,-12.476649250079,4244.30362170864,"rdata/model-10-5-5-1.RData"
