"Actions","Effects","True k","Learning k","Effect matrix precision","Effect matrix recall","Ancestry set precision","Ancestry set recall","Pairwise ancestry precision","Pairwise ancestry recall","Log posterior","Log likelihood","File"
3,1000,4,2,1,0.83956043956044,1,0.8,1,0.7,-1.38629436111989,1141.94901447902,"rdata/model-3-4-2-2.RData"
3,1000,4,3,1,1,1,1,1,0.9,-4.15888308335967,1288.5525368703,"rdata/model-3-4-2-3.RData"
3,1000,4,4,1,1,1,1,1,0.9,-4.15888308335967,1288.5525368703,"rdata/model-3-4-2-4.RData"
3,1000,4,5,1,1,1,1,1,0.9,-4.15888308335967,1288.5525368703,"rdata/model-3-4-2-5.RData"
3,1000,4,6,1,1,1,1,1,0.9,-5.54517744447956,2028.18980408645,"rdata/model-3-4-2-6.RData"
3,1000,4,7,1,1,1,1,1,0.9,-5.54517744447956,2028.18980408645,"rdata/model-3-4-2-7.RData"
3,1000,4,8,1,1,1,1,1,1,-5.54517744447956,2028.18980408645,"rdata/model-3-4-2-8.RData"
3,1000,4,1,1,0.851441241685144,1,0.5,1,0.666666666666667,-1.38629436111989,1067.34684889449,"rdata/model-3-4-3-1.RData"
3,1000,4,2,1,0.851441241685144,1,0.666666666666667,1,0.666666666666667,-1.38629436111989,1084.16084034852,"rdata/model-3-4-3-2.RData"
3,1000,4,3,1,1,1,0.833333333333333,1,0.916666666666667,-4.15888308335967,1239.42302360665,"rdata/model-3-4-3-3.RData"
3,1000,4,4,0.774914089347079,1,1,0.833333333333333,0.777777777777778,0.75,-4.15888308335967,864.406397666261,"rdata/model-3-4-3-4.RData"
3,1000,4,5,1,1,1,0.833333333333333,1,0.916666666666667,-4.15888308335967,1239.42302360665,"rdata/model-3-4-3-5.RData"
3,1000,4,6,1,1,1,0.833333333333333,1,1,-5.54517744447956,1239.42302360665,"rdata/model-3-4-3-6.RData"
3,1000,4,7,1,1,1,0.833333333333333,1,1,-5.54517744447956,1945.2377073132,"rdata/model-3-4-3-7.RData"
3,1000,4,8,1,1,1,0.833333333333333,0.923076923076923,1,-9.70406052783923,3184.66073091984,"rdata/model-3-4-3-8.RData"
3,1000,4,1,0.952277657266811,0.908902691511387,1,0.428571428571429,1,0.8,-2.77258872223978,1245.13665839204,"rdata/model-3-4-4-1.RData"
3,1000,4,2,0.952277657266811,0.908902691511387,1,0.571428571428571,1,0.8,-2.77258872223978,1392.7607966948,"rdata/model-3-4-4-2.RData"
3,1000,4,3,0.952277657266811,0.908902691511387,1,0.571428571428571,1,0.8,-2.77258872223978,1540.38493499756,"rdata/model-3-4-4-3.RData"
3,1000,4,4,0.952277657266811,0.908902691511387,1,0.571428571428571,1,0.8,-2.77258872223978,1688.00907330033,"rdata/model-3-4-4-4.RData"
3,1000,4,5,0.952277657266811,0.908902691511387,1,0.571428571428571,0.888888888888889,0.866666666666667,-5.54517744447956,2875.21357519242,"rdata/model-3-4-4-5.RData"
3,1000,4,6,0.952277657266811,0.908902691511387,1,0.571428571428571,1,0.8,-5.54517744447956,3070.05308432132,"rdata/model-3-4-4-6.RData"
3,1000,4,7,1,1,1,0.714285714285714,1,0.866666666666667,-6.93147180559945,2363.65092830178,"rdata/model-3-4-4-7.RData"
3,1000,4,8,0.952277657266811,0.908902691511387,1,0.571428571428571,1,0.8,-5.54517744447956,3365.30136092685,"rdata/model-3-4-4-8.RData"
3,1000,4,1,1,0.427553444180523,1,0.6,1,0.636363636363636,0,665.045621595202,"rdata/model-3-4-5-1.RData"
3,1000,4,2,0.897368421052632,0.809976247030879,0.75,0.6,0.833333333333333,0.727272727272727,-2.77258872223978,1180.36870663874,"rdata/model-3-4-5-2.RData"
3,1000,4,3,0.897368421052632,0.809976247030879,0.75,0.6,0.833333333333333,0.727272727272727,-2.77258872223978,1456.20485757726,"rdata/model-3-4-5-3.RData"
3,1000,4,4,0.897368421052632,0.809976247030879,0.75,0.6,0.833333333333333,0.727272727272727,-2.77258872223978,1732.04100851579,"rdata/model-3-4-5-4.RData"
3,1000,4,5,0.897368421052632,0.809976247030879,0.75,0.6,0.833333333333333,0.727272727272727,-2.77258872223978,2007.87715945431,"rdata/model-3-4-5-5.RData"
3,1000,4,6,0.958024691358025,0.921615201900237,0.8,0.8,0.875,0.818181818181818,-4.15888308335967,1573.12389170322,"rdata/model-3-4-5-6.RData"
3,1000,4,7,0.958024691358025,0.921615201900237,0.8,0.8,0.875,0.818181818181818,-4.15888308335967,1679.98906992171,"rdata/model-3-4-5-7.RData"
3,1000,4,8,0.958024691358025,0.921615201900237,0.8,0.8,0.875,0.818181818181818,-4.15888308335967,1786.85424814021,"rdata/model-3-4-5-8.RData"
3,1000,4,1,1,1,1,0.428571428571429,0.8,0.75,-2.77258872223978,1270.93232044426,"rdata/model-3-4-6-1.RData"
3,1000,4,2,1,1,1,0.571428571428571,0.833333333333333,0.75,-2.77258872223978,1451.78330113361,"rdata/model-3-4-6-2.RData"
3,1000,4,3,1,1,1,0.571428571428571,0.833333333333333,0.75,-2.77258872223978,1632.63428182297,"rdata/model-3-4-6-3.RData"
3,1000,4,1,1,0.5,1,0.6,1,0.666666666666667,0,526.971353828807,"rdata/model-3-4-7-1.RData"
3,1000,4,2,1,0.5,1,0.6,1,0.666666666666667,0,1053.94270765761,"rdata/model-3-4-7-2.RData"
3,1000,4,3,1,0.838926174496644,1,0.8,1,0.777777777777778,-1.38629436111989,1062.10852588086,"rdata/model-3-4-7-3.RData"
3,1000,4,1,1,0.512129380053908,1,0.6,1,0.666666666666667,0,685.637408596581,"rdata/model-3-4-8-1.RData"
3,1000,4,2,0.943820224719101,0.905660377358491,0.75,0.6,0.833333333333333,0.777777777777778,-2.77258872223978,1286.72387173063,"rdata/model-3-4-8-2.RData"
3,1000,4,3,0.943820224719101,0.905660377358491,0.75,0.6,0.833333333333333,0.888888888888889,-2.77258872223978,1659.0915356469,"rdata/model-3-4-8-3.RData"
3,1000,4,1,0.951945080091533,0.88135593220339,1,0.5,1,0.75,-2.77258872223978,1167.0214494893,"rdata/model-3-4-9-1.RData"
3,1000,4,2,0.951945080091533,0.88135593220339,1,0.666666666666667,1,0.75,-2.77258872223978,1352.16884352359,"rdata/model-3-4-9-2.RData"
3,1000,4,3,0.951945080091533,0.88135593220339,1,0.666666666666667,1,0.75,-2.77258872223978,1537.31623755788,"rdata/model-3-4-9-3.RData"
3,1000,5,1,1,1,1,0.428571428571429,1,0.6,-2.77258872223978,1251.80206074641,"rdata/model-3-5-1-1.RData"
3,1000,5,2,1,1,1,0.571428571428571,1,0.6,-2.77258872223978,1251.80206074641,"rdata/model-3-5-1-2.RData"
3,1000,5,3,1,1,1,0.571428571428571,1,0.6,-2.77258872223978,1251.80206074641,"rdata/model-3-5-1-3.RData"
3,1000,5,4,1,1,1,0.571428571428571,1,0.8,-5.54517744447956,1251.80206074641,"rdata/model-3-5-1-4.RData"
3,1000,5,5,1,1,1,0.571428571428571,1,0.8,-5.54517744447956,2503.60412149282,"rdata/model-3-5-1-5.RData"
3,1000,5,6,1,1,1,0.571428571428571,1,1,-8.31776616671934,1251.80206074641,"rdata/model-3-5-1-6.RData"
3,1000,5,7,1,1,1,0.571428571428571,1,0.8,-8.31776616671934,2503.60412149282,"rdata/model-3-5-1-7.RData"
3,1000,5,8,1,1,1,0.571428571428571,1,0.6,-8.31776616671934,3755.40618223922,"rdata/model-3-5-1-8.RData"
3,1000,5,1,0.958441558441558,0.9225,1,0.6,1,0.692307692307692,-2.77258872223978,1005.20681224494,"rdata/model-3-5-10-1.RData"
3,1000,5,3,0.958441558441558,0.9225,1,0.8,1,0.692307692307692,-2.77258872223978,1187.22119279176,"rdata/model-3-5-10-3.RData"
3,1000,5,5,0.958441558441558,0.9225,1,0.8,0.888888888888889,0.769230769230769,-5.54517744447956,2239.92772811348,"rdata/model-3-5-10-5.RData"
3,1000,5,6,0.958441558441558,0.9225,1,0.8,1,0.923076923076923,-5.54517744447956,2326.94266250676,"rdata/model-3-5-10-6.RData"
3,1000,5,7,0.958441558441558,0.9225,1,0.8,1,0.692307692307692,-5.54517744447956,2465.44957585694,"rdata/model-3-5-10-7.RData"
3,1000,5,1,1,1,1,0.5,1,0.625,-2.77258872223978,1251.84657676876,"rdata/model-3-5-2-1.RData"
3,1000,5,2,1,1,1,0.666666666666667,1,0.625,-2.77258872223978,1251.84657676876,"rdata/model-3-5-2-2.RData"
3,1000,5,3,1,1,1,0.666666666666667,1,0.625,-2.77258872223978,1251.84657676876,"rdata/model-3-5-2-3.RData"
3,1000,5,4,1,1,1,0.666666666666667,1,0.625,-5.54517744447956,2503.69315353751,"rdata/model-3-5-2-4.RData"
3,1000,5,5,1,1,1,0.666666666666667,1,0.625,-5.54517744447956,2503.69315353751,"rdata/model-3-5-2-5.RData"
3,1000,5,6,1,1,1,0.666666666666667,1,0.8125,-5.54517744447956,2503.69315353751,"rdata/model-3-5-2-6.RData"
3,1000,5,7,1,1,1,0.666666666666667,1,0.8125,-8.31776616671934,3718.88486248444,"rdata/model-3-5-2-7.RData"
3,1000,5,8,1,1,1,0.666666666666667,1,0.625,-8.31776616671934,3718.88486248444,"rdata/model-3-5-2-8.RData"
3,1000,5,1,1,0.436314363143631,1,0.5,1,0.636363636363636,0,612.699406351209,"rdata/model-3-5-3-1.RData"
3,1000,5,2,1,0.859078590785908,1,0.666666666666667,1,0.727272727272727,-1.38629436111989,971.118876420428,"rdata/model-3-5-3-2.RData"
3,1000,5,3,1,0.859078590785908,1,0.666666666666667,1,0.727272727272727,-1.38629436111989,995.295340686184,"rdata/model-3-5-3-3.RData"
3,1000,5,4,1,1,0.8,0.666666666666667,0.875,0.909090909090909,-4.15888308335967,1072.21066392123,"rdata/model-3-5-3-4.RData"
3,1000,5,5,1,1,0.8,0.666666666666667,0.875,0.909090909090909,-4.15888308335967,1072.21066392123,"rdata/model-3-5-3-5.RData"
3,1000,5,6,1,1,0.8,0.666666666666667,0.875,0.909090909090909,-4.15888308335967,1072.21066392123,"rdata/model-3-5-3-6.RData"
3,1000,5,7,1,1,0.8,0.666666666666667,0.875,0.909090909090909,-4.15888308335967,1072.21066392123,"rdata/model-3-5-3-7.RData"
3,1000,5,8,1,1,0.8,0.666666666666667,0.875,0.909090909090909,-5.54517744447956,1738.12966949468,"rdata/model-3-5-3-8.RData"
3,1000,5,1,0.985330073349633,0.922196796338673,1,0.5,1,0.733333333333333,-2.77258872223978,1102.99728763539,"rdata/model-3-5-4-1.RData"
3,1000,5,2,0.985330073349633,0.922196796338673,1,0.666666666666667,1,0.733333333333333,-2.77258872223978,1211.69881985699,"rdata/model-3-5-4-2.RData"
3,1000,5,3,0.985330073349633,0.922196796338673,1,0.666666666666667,1,0.733333333333333,-2.77258872223978,1320.40035207859,"rdata/model-3-5-4-3.RData"
3,1000,5,4,0.985330073349633,0.922196796338673,1,0.666666666666667,1,0.733333333333333,-2.77258872223978,1429.10188430019,"rdata/model-3-5-4-4.RData"
3,1000,5,5,0.985330073349633,0.922196796338673,1,0.666666666666667,0.888888888888889,0.8,-5.54517744447956,2487.25164007996,"rdata/model-3-5-4-5.RData"
3,1000,5,6,0.985330073349633,0.922196796338673,1,0.666666666666667,1,0.733333333333333,-5.54517744447956,2640.80070415718,"rdata/model-3-5-4-6.RData"
3,1000,5,7,0.985330073349633,0.922196796338673,1,0.666666666666667,1,0.733333333333333,-5.54517744447956,2749.50223637879,"rdata/model-3-5-4-7.RData"
3,1000,5,8,0.985330073349633,0.922196796338673,1,0.666666666666667,1,0.733333333333333,-8.31776616671934,3843.97879394177,"rdata/model-3-5-4-8.RData"
3,1000,5,1,1,0.5,1,0.6,1,0.666666666666667,0,486.416275760432,"rdata/model-3-5-5-1.RData"
3,1000,5,2,1,0.5,1,0.6,1,0.666666666666667,0,972.832551520864,"rdata/model-3-5-5-2.RData"
3,1000,5,3,0.93040293040293,0.863945578231292,0.75,0.6,0.833333333333333,0.777777777777778,-2.77258872223978,1133.82434104384,"rdata/model-3-5-5-3.RData"
3,1000,5,4,0.93040293040293,0.863945578231292,0.75,0.6,0.833333333333333,0.777777777777778,-2.77258872223978,1376.1236154466,"rdata/model-3-5-5-4.RData"
3,1000,5,5,0.93040293040293,0.863945578231292,0.75,0.6,0.833333333333333,0.888888888888889,-2.77258872223978,1618.05478863318,"rdata/model-3-5-5-5.RData"
3,1000,5,6,0.93040293040293,0.863945578231292,0.75,0.6,0.833333333333333,0.777777777777778,-2.77258872223978,1860.72216425213,"rdata/model-3-5-5-6.RData"
3,1000,5,7,0.93040293040293,0.863945578231292,0.75,0.6,0.833333333333333,0.777777777777778,-2.77258872223978,2103.02143865489,"rdata/model-3-5-5-7.RData"
3,1000,5,8,1,1,0.8,0.8,0.875,0.888888888888889,-4.15888308335967,1676.89527662065,"rdata/model-3-5-5-8.RData"
3,1000,5,1,1,1,1,0.428571428571429,1,0.833333333333333,-2.77258872223978,1104.90898121046,"rdata/model-3-5-6-1.RData"
3,1000,5,2,1,1,1,0.571428571428571,1,0.833333333333333,-2.77258872223978,1265.62932350086,"rdata/model-3-5-6-2.RData"
3,1000,5,3,1,1,1,0.571428571428571,1,0.833333333333333,-2.77258872223978,1426.34966579125,"rdata/model-3-5-6-3.RData"
3,1000,5,4,1,1,1,0.571428571428571,1,0.833333333333333,-2.77258872223978,1587.07000808165,"rdata/model-3-5-6-4.RData"
3,1000,5,7,1,1,1,0.571428571428571,0.888888888888889,1,-5.54517744447956,3013.4196738729,"rdata/model-3-5-6-7.RData"
3,1000,5,1,1,0.426966292134831,1,0.5,1,0.636363636363636,0,532.753843787113,"rdata/model-3-5-7-1.RData"
3,1000,5,2,0.892638036809816,0.817415730337079,0.75,0.5,0.833333333333333,0.818181818181818,-2.77258872223978,1009.52950904526,"rdata/model-3-5-7-2.RData"
3,1000,5,3,0.892638036809816,0.817415730337079,0.75,0.5,0.833333333333333,0.818181818181818,-2.77258872223978,1216.86517725382,"rdata/model-3-5-7-3.RData"
3,1000,5,4,1,1,0.8,0.666666666666667,0.875,0.909090909090909,-4.15888308335967,987.111441926677,"rdata/model-3-5-7-4.RData"
3,1000,5,7,1,1,0.8,0.666666666666667,0.875,0.909090909090909,-5.54517744447956,1532.53731134131,"rdata/model-3-5-7-7.RData"
3,1000,5,1,0.946261682242991,0.933179723502304,1,0.428571428571429,1,0.785714285714286,-2.77258872223978,1124.43702010933,"rdata/model-3-5-8-1.RData"
3,1000,5,4,0.946261682242991,0.933179723502304,1,0.571428571428571,1,0.785714285714286,-2.77258872223978,1424.0405232351,"rdata/model-3-5-8-4.RData"
3,1000,5,5,0.946261682242991,0.933179723502304,1,0.571428571428571,0.888888888888889,0.857142857142857,-5.54517744447956,2503.85350878762,"rdata/model-3-5-8-5.RData"
3,1000,5,6,0.946261682242991,0.933179723502304,1,0.571428571428571,0.888888888888889,0.857142857142857,-5.54517744447956,2603.72134316287,"rdata/model-3-5-8-6.RData"
3,1000,5,7,0.946261682242991,0.933179723502304,1,0.571428571428571,1,0.785714285714286,-5.54517744447956,2748.21321209494,"rdata/model-3-5-8-7.RData"
3,1000,5,1,1,0.508305647840532,1,0.5,1,0.666666666666667,0,522.827676837519,"rdata/model-3-5-9-1.RData"
3,1000,5,2,0.960573476702509,0.890365448504983,0.75,0.5,0.833333333333333,0.888888888888889,-2.77258872223978,1048.60606848114,"rdata/model-3-5-9-2.RData"
3,1000,5,5,0.960573476702509,0.890365448504983,0.75,0.5,0.833333333333333,0.888888888888889,-2.77258872223978,1862.02967570237,"rdata/model-3-5-9-5.RData"
3,1000,5,6,0.960573476702509,0.890365448504983,0.75,0.5,0.833333333333333,0.888888888888889,-2.77258872223978,2133.17087810945,"rdata/model-3-5-9-6.RData"
3,1000,5,7,0.960573476702509,0.890365448504983,0.75,0.5,0.833333333333333,0.888888888888889,-2.77258872223978,2404.31208051653,"rdata/model-3-5-9-7.RData"
5,1000,1,1,1,1,1,1,1,1,-5.54517744447956,4027.43028313446,"rdata/model-5-1-1-1.RData"
5,1000,1,2,1,1,1,1,1,1,-11.0903548889591,8054.86056626891,"rdata/model-5-1-1-2.RData"
5,1000,1,3,1,1,1,1,1,1,-16.6355323334387,12082.2908494034,"rdata/model-5-1-1-3.RData"
5,1000,1,4,1,1,1,1,1,1,-22.1807097779182,16109.7211325378,"rdata/model-5-1-1-4.RData"
5,1000,1,5,1,1,0.833333333333333,1,1,1,-26.3395928612779,19271.1950717041,"rdata/model-5-1-1-5.RData"
5,1000,1,6,1,1,0.833333333333333,1,1,1,-31.8847703057575,23298.6253548386,"rdata/model-5-1-1-6.RData"
5,1000,1,7,1,1,0.833333333333333,1,1,1,-36.0436533891172,26881.6400207663,"rdata/model-5-1-1-7.RData"
5,1000,1,8,1,1,0.714285714285714,1,1,1,-40.2025364724768,30043.1139599326,"rdata/model-5-1-1-8.RData"
5,1000,1,1,1,1,1,1,1,1,-6.93147180559945,4263.22581568549,"rdata/model-5-1-10-1.RData"
5,1000,1,2,1,1,1,1,1,1,-13.8629436111989,8526.45163137098,"rdata/model-5-1-10-2.RData"
5,1000,1,1,1,1,1,1,1,1,-4.15888308335967,3613.43382363474,"rdata/model-5-1-2-1.RData"
5,1000,1,2,1,1,1,1,1,1,-8.31776616671934,7226.86764726948,"rdata/model-5-1-2-2.RData"
5,1000,1,3,1,1,1,1,1,1,-12.476649250079,10814.463633416,"rdata/model-5-1-2-3.RData"
5,1000,1,4,1,1,1,1,1,1,-16.6355323334387,14420.8250082758,"rdata/model-5-1-2-4.RData"
5,1000,1,5,1,1,1,1,1,1,-20.7944154167984,18024.8761375539,"rdata/model-5-1-2-5.RData"
5,1000,1,6,1,1,1,1,1,1,-24.953298500158,21628.9272668321,"rdata/model-5-1-2-6.RData"
5,1000,1,7,1,1,1,1,1,1,-29.1121815835177,25235.2886416918,"rdata/model-5-1-2-7.RData"
5,1000,1,8,1,1,1,1,1,1,-33.2710646668774,28841.6500165516,"rdata/model-5-1-2-8.RData"
5,1000,1,1,1,1,1,1,1,1,-8.31776616671934,4703.17494062115,"rdata/model-5-1-3-1.RData"
5,1000,1,2,1,1,1,1,1,1,-16.6355323334387,9406.34988124229,"rdata/model-5-1-3-2.RData"
5,1000,1,3,1,1,0.833333333333333,1,1,1,-22.1807097779182,12922.7472010188,"rdata/model-5-1-3-3.RData"
5,1000,1,4,1,1,0.714285714285714,1,1,1,-26.3395928612779,15840.1961805392,"rdata/model-5-1-3-4.RData"
5,1000,1,5,1,1,0.714285714285714,1,1,1,-34.6573590279973,20532.3899151649,"rdata/model-5-1-3-5.RData"
5,1000,1,6,1,1,0.714285714285714,1,1,1,-42.9751251947166,25198.5382599074,"rdata/model-5-1-3-6.RData"
5,1000,1,7,1,1,0.714285714285714,1,1,1,-48.5203026391962,28719.3142859272,"rdata/model-5-1-3-7.RData"
5,1000,1,8,0.912165848336061,1,0.714285714285714,1,0.84,1,-49.9065970003161,28354.0098048579,"rdata/model-5-1-3-8.RData"
5,1000,1,1,1,1,1,1,1,1,-8.31776616671934,4833.84462181725,"rdata/model-5-1-4-1.RData"
5,1000,1,2,1,1,1,1,1,1,-16.6355323334387,9667.6892436345,"rdata/model-5-1-4-2.RData"
5,1000,1,3,1,1,0.833333333333333,1,0.9375,1,-22.1807097779182,11320.0361552315,"rdata/model-5-1-4-3.RData"
5,1000,1,4,1,1,0.833333333333333,1,0.9375,1,-30.4984759446376,16128.47346056,"rdata/model-5-1-4-4.RData"
5,1000,1,5,1,1,0.833333333333333,1,0.9375,1,-38.8162421113569,20922.1344046805,"rdata/model-5-1-4-5.RData"
5,1000,1,6,1,1,0.714285714285714,1,0.941176470588235,1,-41.5888308335967,22985.070031398,"rdata/model-5-1-4-6.RData"
5,1000,1,7,1,1,0.625,1,1,1,-48.5203026391962,28933.8748312537,"rdata/model-5-1-4-7.RData"
5,1000,1,8,1,1,0.714285714285714,1,0.941176470588235,1,-56.8380688059155,32253.5019943336,"rdata/model-5-1-4-8.RData"
5,1000,1,1,1,1,1,1,1,1,-6.93147180559945,4455.40001770669,"rdata/model-5-1-5-1.RData"
5,1000,1,2,1,1,1,1,1,1,-13.8629436111989,8910.80003541338,"rdata/model-5-1-5-2.RData"
5,1000,1,3,1,1,1,1,1,1,-20.7944154167984,13366.2000531201,"rdata/model-5-1-5-3.RData"
5,1000,1,4,1,1,1,1,1,1,-27.7258872223978,17821.6000708268,"rdata/model-5-1-5-4.RData"
5,1000,1,5,1,1,1,1,1,1,-34.6573590279973,22277.0000885335,"rdata/model-5-1-5-5.RData"
5,1000,1,6,1,1,1,1,1,1,-41.5888308335967,26732.4001062401,"rdata/model-5-1-5-6.RData"
5,1000,1,7,1,1,0.833333333333333,1,1,1,-44.3614195558365,29334.0771167707,"rdata/model-5-1-5-7.RData"
5,1000,1,8,1,1,0.833333333333333,1,0.866666666666667,1,-49.9065970003161,31084.8194770217,"rdata/model-5-1-5-8.RData"
5,1000,1,5,1,1,0.833333333333333,1,1,1,-31.8847703057575,20947.1173092643,"rdata/model-5-1-6-5.RData"
5,1000,1,1,1,1,1,1,1,1,-6.93147180559945,4298.96220926305,"rdata/model-5-1-7-1.RData"
5,1000,1,2,1,1,1,1,1,1,-13.8629436111989,8597.92441852609,"rdata/model-5-1-7-2.RData"
5,1000,1,8,1,1,0.625,1,1,1,-48.5203026391962,31438.3307058932,"rdata/model-5-1-8-8.RData"
5,1000,2,1,0.795669072737368,0.952159468438538,0.8,0.571428571428571,0.846153846153846,0.678571428571429,-8.31776616671934,3112.66069845911,"rdata/model-5-2-1-1.RData"
5,1000,2,2,0.773778920308483,1,0.625,0.714285714285714,0.869565217391304,0.928571428571429,-13.8629436111989,4341.29725341151,"rdata/model-5-2-1-2.RData"
5,1000,2,3,1,1,0.625,0.714285714285714,0.875,0.857142857142857,-19.4081210556785,4305.72191770225,"rdata/model-5-2-1-3.RData"
5,1000,2,4,0.773778920308483,1,0.625,0.714285714285714,0.805555555555556,1,-27.7258872223978,9213.38398443574,"rdata/model-5-2-1-4.RData"
5,1000,2,5,0.77457539886773,1,0.625,0.714285714285714,0.774193548387097,0.785714285714286,-36.0436533891172,11806.0874332397,"rdata/model-5-2-1-5.RData"
5,1000,2,6,0.92274678111588,1,0.625,0.714285714285714,0.810810810810811,0.928571428571429,-38.8162421113569,10413.1325093741,"rdata/model-5-2-1-6.RData"
5,1000,2,7,0.773778920308483,1,0.625,0.714285714285714,0.769230769230769,1,-49.9065970003161,14766.0140794943,"rdata/model-5-2-1-7.RData"
5,1000,2,8,0.773778920308483,1,0.625,0.714285714285714,0.785714285714286,1,-52.6791857225558,15434.6318820839,"rdata/model-5-2-1-8.RData"
5,1000,2,1,0.70997442455243,1,0.6,0.5,0.692307692307692,0.538461538461538,-8.31776616671934,2307.58003635474,"rdata/model-5-2-10-1.RData"
5,1000,2,2,0.852056476365869,1,0.5,0.666666666666667,0.857142857142857,0.846153846153846,-15.2492379723188,5309.64698619162,"rdata/model-5-2-10-2.RData"
5,1000,2,1,0.947075208913649,0.971428571428571,0.8,0.571428571428571,1,0.736842105263158,-5.54517744447956,2754.35769788701,"rdata/model-5-2-2-1.RData"
5,1000,2,2,1,1,0.75,0.857142857142857,1,0.842105263157895,-8.31776616671934,3133.86748467688,"rdata/model-5-2-2-2.RData"
5,1000,2,3,1,1,0.75,0.857142857142857,0.944444444444444,1,-16.6355323334387,4938.34453466136,"rdata/model-5-2-2-3.RData"
5,1000,2,4,1,1,0.75,0.857142857142857,0.944444444444444,0.894736842105263,-18.0218266945586,7289.01533882506,"rdata/model-5-2-2-4.RData"
5,1000,2,5,1,1,0.75,0.857142857142857,0.92,1,-24.953298500158,5849.96534101954,"rdata/model-5-2-2-5.RData"
5,1000,2,6,0.935828877005348,1,0.75,0.857142857142857,0.904761904761905,0.789473684210526,-23.5670041390381,8048.9638769233,"rdata/model-5-2-2-6.RData"
5,1000,2,7,1,1,0.75,0.857142857142857,0.92,1,-30.4984759446376,11752.2732581943,"rdata/model-5-2-2-7.RData"
5,1000,2,8,0.935828877005348,1,0.75,0.857142857142857,0.909090909090909,1,-33.2710646668774,12798.6916811037,"rdata/model-5-2-2-8.RData"
5,1000,2,1,0.938762626262626,0.953205128205128,0.6,0.375,1,0.62962962962963,-9.70406052783923,4063.24240046316,"rdata/model-5-2-3-1.RData"
5,1000,2,2,0.901213171577123,1,0.666666666666667,0.75,0.909090909090909,0.888888888888889,-15.2492379723188,3981.05184475519,"rdata/model-5-2-3-2.RData"
5,1000,2,3,0.830670926517572,1,0.666666666666667,0.75,0.75,0.925925925925926,-19.4081210556785,3528.97197534433,"rdata/model-5-2-3-3.RData"
5,1000,2,4,0.901213171577123,1,0.666666666666667,0.75,0.9375,0.925925925925926,-30.4984759446376,7953.90751437111,"rdata/model-5-2-3-4.RData"
5,1000,2,5,0.954712362301102,1,0.666666666666667,0.75,0.933333333333333,0.888888888888889,-31.8847703057575,7505.50811626144,"rdata/model-5-2-3-5.RData"
5,1000,2,6,0.948905109489051,1,0.666666666666667,0.75,0.916666666666667,0.925925925925926,-36.0436533891172,8637.55913274432,"rdata/model-5-2-3-6.RData"
5,1000,2,7,0.948905109489051,1,0.666666666666667,0.75,0.911764705882353,0.888888888888889,-40.2025364724768,9565.17172187328,"rdata/model-5-2-3-7.RData"
5,1000,2,8,0.901213171577123,1,0.666666666666667,0.75,0.818181818181818,0.925925925925926,-55.4517744447956,15042.8698515406,"rdata/model-5-2-3-8.RData"
5,1000,2,1,0.747330960854093,0.969529085872576,0.4,0.222222222222222,0.727272727272727,0.722222222222222,-6.93147180559945,2031.89252058011,"rdata/model-5-2-4-1.RData"
5,1000,2,2,0.695568400770713,1,0.555555555555556,0.555555555555556,0.666666666666667,1,-12.476649250079,1941.61221454296,"rdata/model-5-2-4-2.RData"
5,1000,2,3,1,1,0.555555555555556,0.555555555555556,0.722222222222222,0.777777777777778,-12.476649250079,3509.02344326279,"rdata/model-5-2-4-3.RData"
5,1000,2,4,0.924061433447099,1,0.555555555555556,0.555555555555556,0.807692307692308,1,-22.1807097779182,4880.6562755208,"rdata/model-5-2-4-4.RData"
5,1000,2,5,0.774678111587983,1,0.555555555555556,0.555555555555556,0.71875,1,-24.953298500158,5687.16283733817,"rdata/model-5-2-4-5.RData"
5,1000,2,6,0.81489841986456,1,0.555555555555556,0.555555555555556,0.705882352941177,0.888888888888889,-27.7258872223978,6126.52292546237,"rdata/model-5-2-4-6.RData"
5,1000,2,7,0.820454545454545,1,0.555555555555556,0.555555555555556,0.684210526315789,1,-31.8847703057575,6679.93341198821,"rdata/model-5-2-4-7.RData"
5,1000,2,8,0.664009809932557,1,0.555555555555556,0.555555555555556,0.652173913043478,1,-37.429947750237,7796.67346642334,"rdata/model-5-2-4-8.RData"
5,1000,2,1,1,1,0.6,0.5,1,0.666666666666667,-6.93147180559945,2977.65442127905,"rdata/model-5-2-5-1.RData"
5,1000,2,2,1,1,0.571428571428571,0.666666666666667,1,0.833333333333333,-9.70406052783923,3134.54990466668,"rdata/model-5-2-5-2.RData"
5,1000,2,3,1,1,0.571428571428571,0.666666666666667,1,0.833333333333333,-13.8629436111989,6112.20432594573,"rdata/model-5-2-5-3.RData"
5,1000,2,4,1,1,0.571428571428571,0.666666666666667,1,0.666666666666667,-18.0218266945586,7838.02993315916,"rdata/model-5-2-5-4.RData"
5,1000,2,5,1,1,0.571428571428571,0.666666666666667,1,0.833333333333333,-23.5670041390381,9202.435670666,"rdata/model-5-2-5-5.RData"
5,1000,2,6,1,1,0.571428571428571,0.666666666666667,1,0.833333333333333,-30.4984759446376,12161.2469721556,"rdata/model-5-2-5-6.RData"
5,1000,2,7,1,1,0.571428571428571,0.666666666666667,1,0.833333333333333,-30.4984759446376,12336.9855753327,"rdata/model-5-2-5-7.RData"
